CONTIG_ID	LENGTH	SHORT_READ_COV	LONG_READ_COV	CLUSTER	SPECIES	NB_STRAIN	REFERENCE_GENOME
opera_contig_236	43575	161.09	3.61	NA	Cellulomonas_fimi	NA	GCF_000212695.1_genomic.fna.gz
opera_contig_237	43484	58.60	0.86	NA	C7867-006_sp003173855	NA	GCA_003173855.1_genomic.fna.gz
opera_contig_238	43123	100.71	3.22	NA	QH-10-67-22_sp003021305	NA	GCA_003021305.1_genomic.fna.gz
opera_contig_239	42652	48.82	5.32	NA	Brevundimonas_sp002157625	NA	GCF_002157625.1_genomic.fna.gz
opera_contig_240	42607	87.93	1.71	NA	Paraburkholderia_E_dabaoshanensis	NA	GCF_002879885.1_genomic.fna.gz
opera_contig_241	42206	32.58	1.59	NA	Cellulomonas_sp000426185	NA	GCF_000426185.1_genomic.fna.gz
opera_contig_242	42040	1008.41	44.24	NA	Pigmentiphaga_sp001898625	NA	GCA_001898625.1_genomic.fna.gz
opera_contig_243	47453	2780.08	91.14	NA	Croceicoccus_sp002694745	NA	GCA_002694745.1_genomic.fna.gz
opera_contig_244	41640	30.10	2.36	NA	Amycolatopsis_saalfeldensis	NA	GCF_900110575.1_genomic.fna.gz
opera_contig_245	41009	37.43	2.29	NA	Nocardioides_sp003160695	NA	GCF_003160695.1_genomic.fna.gz
opera_contig_246	40834	71.00	1.17	NA	Bin75_sp002238765	NA	GCA_002238765.1_genomic.fna.gz
opera_contig_247	40891	31.37	1.15	NA	Arthrobacter_C_castelli	NA	GCF_000430705.1_genomic.fna.gz
opera_contig_248	40716	267.39	25.57	NA	Curvibacter_gracilis	NA	GCF_000518645.1_genomic.fna.gz
opera_contig_249	40692	92.86	5.65	NA	Aminobacter_sp001424795	NA	GCF_001424795.1_genomic.fna.gz
opera_contig_250	40626	47.59	7.16	NA	Nocardia_abscessus	NA	GCF_000308455.1_genomic.fna.gz
opera_contig_251	40517	64.72	0.56	NA	Leptospira_noguchii	NA	GCF_000306255.2_genomic.fna.gz
opera_contig_252	40502	98.71	2.55	NA	Allorhizobium_sp900470155	NA	GCA_900470155.1_genomic.fna.gz
opera_contig_253	40400	9.51	0.77	NA	Devosia_enhydra	NA	GCF_900119845.1_genomic.fna.gz
opera_contig_254	40286	58.01	4.48	NA	Bog-1524_sp003164045	NA	GCA_003164045.1_genomic.fna.gz
opera_contig_255	40909	94.75	2.64	NA	Brachybacterium_sp002407185	NA	GCF_002407185.1_genomic.fna.gz
opera_contig_256	40229	31.90	1.90	NA	Rathayibacter_sp001423885	NA	GCF_001423885.1_genomic.fna.gz
opera_contig_257	40074	50.58	0.23	NA	Microbacterium_sp001423615	NA	GCF_001423615.1_genomic.fna.gz
opera_contig_258	39999	8.12	3.52	NA	Streptomyces_toyocaensis	NA	GCF_000725125.1_genomic.fna.gz
opera_contig_259	53640	2932.43	93.63	NA	Rhizorhabdus_dicambivorans	NA	GCF_002355275.1_genomic.fna.gz
opera_contig_260	39373	26.02	0.28	NA	MED660_sp002691025	NA	GCA_002691025.1_genomic.fna.gz
opera_contig_261	39342	49.24	2.86	NA	2-01-FULL-66-17_sp001803875	NA	GCA_001803875.1_genomic.fna.gz
opera_contig_262	39325	28.75	4.36	NA	Microlunatus_phosphovorus	NA	GCF_000270245.1_genomic.fna.gz
opera_contig_263	42418	46.47	2.82	NA	Sphingopyxis_sp002277025	NA	GCF_002277025.1_genomic.fna.gz
opera_contig_264	39176	43.42	2.32	NA	3-1-20CM-2-70-9_sp001920645	NA	GCA_001920645.1_genomic.fna.gz
opera_contig_265	39085	55.58	5.87	NA	66-26_sp001897745	1	GCA_001897745.1_genomic.fna.gz
opera_contig_266	38509	8.87	2.18	NA	Achromobacter_spanius	NA	GCF_002812705.1_genomic.fna.gz
opera_contig_267	38530	30.55	2.91	NA	Brevundimonas_sp001427825	NA	GCF_001427825.1_genomic.fna.gz
opera_contig_268	38463	50.13	5.28	NA	Sphingomonas_sp002117915	NA	GCF_002117915.1_genomic.fna.gz
opera_contig_269	38480	9.86	1.93	NA	UTPRO2_sp002840845	NA	GCA_002840845.1_genomic.fna.gz
opera_contig_270	90271	7.19	19.57	NA	Desulfovibrio_F_sp000801335	NA	GCF_000801335.2_genomic.fna.gz
opera_contig_271	38168	54.28	0.43	NA	Ancylobacter_rudongensis	NA	GCF_900100155.1_genomic.fna.gz
opera_contig_272	38153	29.91	4.53	NA	Erythrobacter_B_sp002341345	NA	GCA_002341345.1_genomic.fna.gz
opera_contig_273	38103	67.52	1.65	NA	Spiroplasma_chrysopicola	NA	GCF_000400935.1_genomic.fna.gz
opera_contig_274	39399	31.48	2.18	NA	Halobacterium_hubeiense	NA	GCF_001488575.1_genomic.fna.gz
opera_contig_275	38003	28.73	3.04	NA	Roseomonas_deserti	NA	GCF_001982615.1_genomic.fna.gz
opera_contig_276	37379	48.79	3.55	NA	Actinoplanes_missouriensis	NA	GCF_000284295.1_genomic.fna.gz
opera_contig_277	37317	9.66	1.52	NA	Thiodiazotropha_sp003058525	NA	GCA_003058525.1_genomic.fna.gz
opera_contig_278	37069	9.01	1.34	NA	Actinoplanes_missouriensis	NA	GCF_000284295.1_genomic.fna.gz
opera_contig_279	36905	50.11	5.53	NA	Fulvimarina_manganoxydans	NA	GCF_900176465.1_genomic.fna.gz
opera_contig_280	36815	70.82	1.81	NA	Flavobacterium_columnare	NA	GCF_002530675.1_genomic.fna.gz
opera_contig_281	37711	29.20	1.62	NA	Nocardioides_sp900101045	NA	GCF_900101045.1_genomic.fna.gz
opera_contig_282	36507	89.74	4.24	NA	20CM-2-65-7_sp003220985	1	GCA_003220985.1_genomic.fna.gz
opera_contig_283	36403	68.88	1.17	NA	Capnocytophaga_cynodegmi	NA	GCF_000379185.1_genomic.fna.gz
opera_contig_284	36387	32.53	2.51	NA	Actinomyces_sp002999235	NA	GCF_002999235.1_genomic.fna.gz
opera_contig_285	35837	68.57	0.92	NA	Flavobacterium_filum	NA	GCF_000425465.1_genomic.fna.gz
opera_contig_286	35778	198.94	22.44	NA	Acidovorax_B_delafieldii_A	NA	GCF_000175235.1_genomic.fna.gz
opera_contig_287	35618	73.22	0.88	NA	Bacillus_Z_methanolicus	NA	GCF_000262755.1_genomic.fna.gz
opera_contig_288	35454	48.99	3.00	NA	GJ-E10_sp900290295	NA	GCF_900290295.1_genomic.fna.gz
opera_contig_289	35263	23.13	0.33	NA	Burkholderia_cepacia_E	NA	GCF_000724975.1_genomic.fna.gz
opera_contig_290	54239	2623.68	82.73	NA	Rhizorhabdus_dicambivorans	NA	GCF_002355275.1_genomic.fna.gz
opera_contig_291	35242	9.97	0.03	NA	Halococcus_agarilyticus	NA	GCF_000334895.1_genomic.fna.gz
opera_contig_292	37766	1122.49	25.96	NA	Propionimicrobium_sp000413315	NA	GCF_000413315.1_genomic.fna.gz
opera_contig_293	35080	280.52	23.48	NA	66-26_sp001897745	1	GCA_001897745.1_genomic.fna.gz
opera_contig_294	34959	47.95	2.11	NA	Brachybacterium_sp002407185	NA	GCF_002407185.1_genomic.fna.gz
opera_contig_295	34835	29.71	1.73	NA	Amycolatopsis_sp002904335	NA	GCF_002904335.1_genomic.fna.gz
opera_contig_296	34539	10.06	0.87	NA	Demequina_salsinemoris	NA	GCF_000974805.1_genomic.fna.gz
opera_contig_297	34209	46.17	0.50	NA	Bifidobacterium_callitrichos	NA	GCF_000741175.1_genomic.fna.gz
opera_contig_298	34039	10.74	0.03	NA	AR37_sp003220345	NA	GCA_003220345.1_genomic.fna.gz
opera_contig_299	34018	71.01	0.93	NA	Nautilia_profundicola	NA	GCF_000021725.1_genomic.fna.gz
opera_contig_300	33902	9.73	0.33	NA	Parvibaculum_sp002841195	NA	GCA_002841195.1_genomic.fna.gz
opera_contig_301	33750	10.01	0.54	NA	Novosphingobium_lentum	NA	GCF_001590965.1_genomic.fna.gz
opera_contig_302	39718	20.05	1.68	NA	Bosea_lupini	NA	GCF_900109525.1_genomic.fna.gz
opera_contig_303	33229	48.10	2.91	NA	AG41_sp003222055	NA	GCA_003222055.1_genomic.fna.gz
opera_contig_304	33104	9.81	0.11	NA	Bordetella_C_sp001704295	NA	GCF_001704295.1_genomic.fna.gz
opera_contig_305	39053	53.07	6.15	NA	Actinomyces_sp002999235	NA	GCF_002999235.1_genomic.fna.gz
opera_contig_306	35118	39.52	3.66	NA	NA	NA	NA
opera_contig_307	81584	6.65	24.47	NA	Sphingopyxis_flava	NA	GCF_900168005.1_genomic.fna.gz
opera_contig_308	32923	10.37	0.54	NA	2-02-FULL-66-22_sp001771285	1	GCA_001771285.1_genomic.fna.gz
opera_contig_309	32909	47.96	1.47	NA	Aeromicrobium_A_massiliense	NA	GCF_000312105.1_genomic.fna.gz
opera_contig_310	32890	9.80	0.54	NA	Geodermatophilus_sp003208395	NA	GCF_003208395.1_genomic.fna.gz
opera_contig_311	32702	8.54	0.00	NA	Thiobacillus_sp001899765	NA	GCA_001899765.1_genomic.fna.gz
opera_contig_312	32641	2815.25	60.95	NA	Rhizorhabdus_dicambivorans	NA	GCF_002355275.1_genomic.fna.gz
opera_contig_313	32324	75.46	1.72	NA	CAG-603_sp900315425	NA	GCA_900315425.1_genomic.fna.gz
opera_contig_314	32315	97.85	4.81	NA	Collinsella_sp002305035	NA	GCA_002305035.1_genomic.fna.gz
opera_contig_315	32222	10.24	0.68	NA	Palsa-1447_sp003168315	NA	GCA_003168315.1_genomic.fna.gz
opera_contig_316	32151	44.69	2.95	NA	Chamaesiphon_minutus	NA	GCF_000317145.1_genomic.fna.gz
opera_contig_317	32031	9.65	0.91	NA	Arenimonas_sp003024235	NA	GCF_003024235.1_genomic.fna.gz
opera_contig_318	31834	277.51	30.97	NA	12-FULL-67-14b_sp001768615	2	GCA_001768615.1_genomic.fna.gz
opera_contig_319	31780	9.41	1.50	NA	2-01-FULL-66-17_sp001803875	NA	GCA_001803875.1_genomic.fna.gz
opera_contig_320	31769	9.86	0.31	NA	Fulvimarina_pelagi	NA	GCF_000153705.1_genomic.fna.gz
opera_contig_321	31582	10.92	0.01	NA	Bradyrhizobium_sp000261685	NA	GCF_000261685.1_genomic.fna.gz
opera_contig_322	31562	54.67	0.20	NA	Bifidobacterium_callitrichos	NA	GCF_000741175.1_genomic.fna.gz
opera_contig_323	31461	80.60	0.55	NA	Flavobacterium_sp003242135	NA	GCA_003242135.1_genomic.fna.gz
opera_contig_324	31975	33.38	2.47	NA	Pseudonocardia_thermophila	NA	GCF_900142365.1_genomic.fna.gz
opera_contig_325	31186	9.75	1.46	NA	40CM-68-15_sp003220615	3	GCA_003220615.1_genomic.fna.gz
opera_contig_326	31033	8.92	1.12	NA	Pseudorhodobacter_B_sp000176015	NA	GCF_000176015.1_genomic.fna.gz
opera_contig_327	38460	98.87	3.47	NA	NA	NA	NA
opera_contig_328	30692	10.01	0.54	NA	Palsa-875_sp003244045	NA	GCA_003244045.1_genomic.fna.gz
opera_contig_329	30575	9.70	1.03	NA	Altererythrobacter_B_troitsensis	NA	GCF_001441535.1_genomic.fna.gz
opera_contig_330	30470	30.33	0.49	NA	NA	NA	NA
opera_contig_331	30456	47.07	1.67	NA	Marinobacter_sp001447155	NA	GCF_001447155.2_genomic.fna.gz
opera_contig_332	30405	10.95	2.29	NA	Cellulomonas_fimi	NA	GCF_000212695.1_genomic.fna.gz
opera_contig_333	30290	9.58	0.04	NA	Corynebacterium_sp001807265	NA	GCF_001807265.1_genomic.fna.gz
opera_contig_334	30276	9.75	1.11	NA	NA	NA	NA
opera_contig_335	30145	9.56	0.08	NA	Propionimicrobium_lymphophilum	NA	GCF_000423485.1_genomic.fna.gz
opera_contig_336	29965	49.47	3.17	NA	Erythrobacter_D_litoralis	NA	GCF_001719165.1_genomic.fna.gz
opera_contig_337	29965	10.40	0.49	NA	Actinopolyspora_xinjiangensis	NA	GCF_900104475.1_genomic.fna.gz
opera_contig_338	29699	9.82	0.22	NA	Bordetella_A_sp002261265	NA	GCF_002261265.1_genomic.fna.gz
opera_contig_339	29722	32.54	1.81	NA	Aquamicrobium_loti	NA	GCF_002858745.1_genomic.fna.gz
opera_contig_340	29568	9.73	0.07	NA	Curtobacterium_sp003234855	NA	GCF_003234855.1_genomic.fna.gz
opera_contig_341	29368	10.77	1.62	NA	DTU052_sp002329495	NA	GCA_002329495.1_genomic.fna.gz
opera_contig_342	29289	9.27	0.29	NA	Caulobacter_sp001426985	NA	GCF_001426985.1_genomic.fna.gz
opera_contig_343	29928	80.22	3.72	NA	Devosia_sp900110945	NA	GCF_900110945.1_genomic.fna.gz
opera_contig_344	30266	29.82	1.63	NA	GCA-2699025_sp002699025	NA	GCA_002699025.1_genomic.fna.gz
opera_contig_345	28868	47.61	10.58	NA	4572-13_sp002084585	NA	GCA_002084585.1_genomic.fna.gz
opera_contig_346	28629	32.51	1.95	NA	Halorubrum_aethiopicum	NA	GCF_001542905.1_genomic.fna.gz
opera_contig_347	28624	308.33	41.62	NA	66-26_sp001897745	1	GCA_001897745.1_genomic.fna.gz
opera_contig_348	28502	27.48	0.81	NA	Micromonospora_sp003176735	NA	GCF_003176735.1_genomic.fna.gz
opera_contig_349	28473	46.55	7.55	NA	Achromobacter_spanius	NA	GCF_002812705.1_genomic.fna.gz
opera_contig_350	28250	32.98	1.91	NA	NA	NA	NA
opera_contig_351	28243	29.52	0.81	NA	Halovenus_sp003021335	NA	GCA_003021335.1_genomic.fna.gz
opera_contig_352	28121	236.91	12.33	NA	66-26_sp001897745	1	GCA_001897745.1_genomic.fna.gz
opera_contig_353	28074	27.54	0.98	NA	Hyphomonas_sp002841155	NA	GCA_002841155.1_genomic.fna.gz
opera_contig_354	28057	32.46	2.34	NA	Thalassobaculum_litoreum	NA	GCF_900102465.1_genomic.fna.gz
opera_contig_355	28023	65.05	1.40	NA	2-02-FULL-43-13_sp001819295	NA	GCA_001819295.1_genomic.fna.gz
opera_contig_356	27760	58.93	1.75	NA	Eubacterium_A_pyruvativorans	NA	GCF_900102225.1_genomic.fna.gz
opera_contig_357	27662	84.80	2.44	NA	TCS55_sp002704905	NA	GCA_002704905.1_genomic.fna.gz
opera_contig_358	27677	29.82	2.32	NA	Actinoplanes_ferrugineum	NA	GCF_003002065.1_genomic.fna.gz
opera_contig_359	27580	8.08	2.33	NA	Acidovorax_A_konjaci	NA	GCF_900112675.1_genomic.fna.gz
opera_contig_360	27384	30.42	1.29	NA	Cellulomonas_fimi	NA	GCF_000212695.1_genomic.fna.gz
opera_contig_361	27299	11.33	0.97	NA	Sphingopyxis_sp002277025	NA	GCF_002277025.1_genomic.fna.gz
opera_contig_362	29070	28.20	1.79	NA	Clavibacter_michiganensis_K	NA	GCF_002150995.1_genomic.fna.gz
opera_contig_363	27075	36.19	2.14	NA	PHCI01_sp002842205	NA	GCA_002842205.1_genomic.fna.gz
opera_contig_364	27139	32.08	2.48	NA	Prauserella_B_muralis	NA	GCA_003202285.1_genomic.fna.gz
opera_contig_365	40943	8.05	13.69	NA	Luteimonas_sp001306995	NA	GCF_001306995.1_genomic.fna.gz
opera_contig_366	26978	31.52	1.80	NA	Aeromicrobium_A_massiliense	NA	GCF_000312105.1_genomic.fna.gz
opera_contig_367	42392	8.39	19.62	NA	Arenimonas_oryziterrae	NA	GCF_000420545.1_genomic.fna.gz
opera_contig_368	26771	26.55	3.85	NA	Sphingopyxis_sp000763945	NA	GCF_000763945.1_genomic.fna.gz
opera_contig_369	26670	29.83	2.49	NA	Arsenicicoccus_bolidensis	NA	GCF_000426385.1_genomic.fna.gz
opera_contig_370	26243	50.19	1.04	NA	Bifidobacterium_callitrichos	NA	GCF_000741175.1_genomic.fna.gz
opera_contig_371	26145	47.69	1.50	NA	SZUA-611_sp003249215	NA	GCA_003249215.1_genomic.fna.gz
opera_contig_372	26119	29.35	1.39	NA	Mumia_flava	NA	GCF_002797495.1_genomic.fna.gz
opera_contig_373	26095	9.29	0.18	NA	Bosea_sp900156025	NA	GCF_900156025.1_genomic.fna.gz
opera_contig_374	25890	2420.85	94.30	NA	Sphingobium_japonicum_B	NA	GCF_000633575.2_genomic.fna.gz
opera_contig_375	25860	83.08	2.88	NA	20CM-2-65-7_sp003220985	1	GCA_003220985.1_genomic.fna.gz
opera_contig_376	25843	10.04	0.08	NA	Marinobacter_sp002732725	NA	GCA_002732725.1_genomic.fna.gz
opera_contig_377	25768	9.20	1.76	NA	Marinobacter_salarius	NA	GCF_000831005.1_genomic.fna.gz
opera_contig_378	25723	10.09	0.49	NA	Pseudomonas_E_sp003052585	NA	GCF_003052585.1_genomic.fna.gz
opera_contig_379	25646	31.79	2.32	NA	Brevibacterium_senegalense	NA	GCF_000285835.1_genomic.fna.gz
opera_contig_380	25594	9.00	1.49	NA	Alcanivorax_A_pacificus	NA	GCF_000299335.2_genomic.fna.gz
opera_contig_381	25578	9.03	0.17	NA	Cnuibacter_physcomitrellae	NA	GCF_002096055.1_genomic.fna.gz
opera_contig_382	25537	10.36	2.60	NA	CAG-103_sp900317855	NA	GCA_900317855.1_genomic.fna.gz
opera_contig_383	25533	10.62	0.70	NA	Aeromicrobium_A_massiliense	NA	GCF_000312105.1_genomic.fna.gz
opera_contig_384	25515	30.64	1.81	NA	Brachybacterium_sp002407185	NA	GCF_002407185.1_genomic.fna.gz
opera_contig_385	25412	89.45	3.50	NA	20CM-2-65-7_sp003221825	4	GCA_003221825.1_genomic.fna.gz
opera_contig_386	25403	8.97	0.14	NA	QS-1-69-70_sp003021005	NA	GCA_003021005.1_genomic.fna.gz
opera_contig_387	25361	32.44	4.04	NA	Acidothermus_cellulolyticus	NA	GCF_000015025.1_genomic.fna.gz
opera_contig_388	25275	9.65	1.33	NA	NA	NA	NA
opera_contig_389	25240	58.81	4.94	NA	66-26_sp001897745	1	GCA_001897745.1_genomic.fna.gz
opera_contig_390	25137	10.34	0.49	NA	Gluconobacter_oxydans_C	NA	GCF_000011685.1_genomic.fna.gz
opera_contig_391	25113	9.16	0.87	NA	69-11_sp001898425	NA	GCA_001898425.1_genomic.fna.gz
opera_contig_392	26586	28.73	2.25	NA	Deinococcus_gobiensis	NA	GCF_000252445.1_genomic.fna.gz
opera_contig_393	37711	7.25	14.08	NA	32-67-11_sp000828895	NA	GCF_000828895.1_genomic.fna.gz
opera_contig_394	24796	31.16	0.79	NA	Aeromicrobium_A_massiliense	NA	GCF_000312105.1_genomic.fna.gz
opera_contig_395	26319	5344.76	196.66	NA	Maricaulis_maris	NA	GCF_000014745.1_genomic.fna.gz
opera_contig_396	24589	8.88	4.89	NA	UBA10103_sp001781445	NA	GCA_001781445.1_genomic.fna.gz
opera_contig_397	24566	8.93	0.52	NA	Mycobacterium_fragae	NA	GCF_002102185.1_genomic.fna.gz
opera_contig_398	24519	47.64	0.92	NA	BOG-934_sp003164305	NA	GCA_003164305.1_genomic.fna.gz
opera_contig_399	24513	28.63	1.51	NA	NA	NA	NA
opera_contig_400	24414	49.86	2.37	NA	Sphingopyxis_sp002277025	NA	GCF_002277025.1_genomic.fna.gz
opera_contig_401	24351	10.20	0.10	NA	Komagataeibacter_medellinensis	NA	GCF_000182745.2_genomic.fna.gz
opera_contig_402	24317	58.26	0.46	NA	Flavobacterium_sp002422095	NA	GCA_002422095.1_genomic.fna.gz
opera_contig_403	24267	31.77	1.51	NA	Actinophytocola_xanthii	NA	GCF_001921205.1_genomic.fna.gz
opera_contig_404	24399	41.55	2.53	NA	Sphingopyxis_sp002277025	NA	GCF_002277025.1_genomic.fna.gz
opera_contig_405	24165	8.87	0.37	NA	Eubacterium_H_sp900318755	NA	GCA_900318755.1_genomic.fna.gz
opera_contig_406	24032	27.18	4.41	NA	Sphingopyxis_witflariensis	NA	GCF_002205635.1_genomic.fna.gz
opera_contig_407	24010	10.64	0.00	NA	DSL-40_sp003241785	NA	GCA_003241785.1_genomic.fna.gz
opera_contig_408	23983	29.80	2.46	NA	Demequina_rhizosphaerae	NA	GCF_000971255.1_genomic.fna.gz
opera_contig_409	23965	10.16	0.89	NA	Geodermatophilus_saharensis	NA	GCF_900188205.1_genomic.fna.gz
opera_contig_410	23890	9.48	0.14	NA	QHCA01_sp003244095	NA	GCA_003244095.1_genomic.fna.gz
opera_contig_411	23707	10.82	1.62	NA	Sulfuritalea_sp001828935	NA	GCA_001828935.1_genomic.fna.gz
opera_contig_412	23679	12.27	0.47	NA	Croceicoccus_sp002694745	NA	GCA_002694745.1_genomic.fna.gz
opera_contig_413	23653	8.64	0.72	NA	RC9_sp900313205	NA	GCA_900313205.1_genomic.fna.gz
opera_contig_414	23630	35.73	0.80	NA	Polaromonas_sp001770785	NA	GCA_001770785.1_genomic.fna.gz
opera_contig_415	23667	32.26	1.27	NA	Aeromicrobium_marinum	NA	GCF_000160775.2_genomic.fna.gz
opera_contig_416	23383	32.20	0.66	NA	Arthrobacter_D_ruber	NA	GCF_002954225.1_genomic.fna.gz
opera_contig_417	23383	9.62	1.50	NA	Fen-181_sp003170135	NA	GCA_003170135.1_genomic.fna.gz
opera_contig_418	23380	9.90	0.72	NA	Tepidicaulis_marinus	NA	GCF_000739695.1_genomic.fna.gz
opera_contig_419	23230	9.21	0.60	NA	Arsenicicoccus_bolidensis	NA	GCF_000426385.1_genomic.fna.gz
opera_contig_420	23222	50.67	2.58	NA	Sphingopyxis_sp002277025	NA	GCF_002277025.1_genomic.fna.gz
opera_contig_421	23170	10.44	2.56	NA	Pleomorphomonas_diazotrophica	NA	GCF_002844595.1_genomic.fna.gz
opera_contig_422	23163	9.60	0.24	NA	Mycobacterium_kyorinense_A	NA	GCF_001672775.1_genomic.fna.gz
opera_contig_423	23147	9.24	1.00	NA	Reyranella_sp003153415	NA	GCA_003153415.1_genomic.fna.gz
opera_contig_424	23029	45.17	2.14	NA	Cellulosimicrobium_cellulans_D	NA	GCF_002162335.1_genomic.fna.gz
opera_contig_425	23015	9.62	0.52	NA	BK-30_sp002837145	NA	GCF_002837145.1_genomic.fna.gz
opera_contig_426	22787	7.47	0.53	NA	Arenimonas_oryziterrae	NA	GCF_000420545.1_genomic.fna.gz
opera_contig_427	22777	9.74	0.95	NA	Gemmatirosa_kalamazoonesis	NA	GCF_000522985.1_genomic.fna.gz
opera_contig_428	22765	32.14	3.15	NA	Pseudopelagicola_sp001458215	NA	GCF_001458215.1_genomic.fna.gz
opera_contig_429	22628	9.56	0.17	NA	Clavibacter_michiganensis_K	NA	GCF_002150995.1_genomic.fna.gz
opera_contig_430	22499	10.62	0.00	NA	Actinocatenispora_sera	2	GCF_000720965.1_genomic.fna.gz
opera_contig_431	22316	9.83	0.99	NA	Pleomorphomonas_diazotrophica	NA	GCF_002844595.1_genomic.fna.gz
opera_contig_432	22276	9.42	0.00	NA	Auritidibacter_sp003185945	NA	GCF_003185945.1_genomic.fna.gz
opera_contig_433	22130	31.10	1.12	NA	Gordonia_alkanivorans	NA	GCF_000225505.1_genomic.fna.gz
opera_contig_434	22126	75.45	3.28	NA	Sphingopyxis_sp002277025	NA	GCF_002277025.1_genomic.fna.gz
opera_contig_435	22351	30.24	0.95	NA	Actinoplanes_caeruleus	NA	GCF_001884705.1_genomic.fna.gz
opera_contig_436	22068	52.93	0.41	NA	56-14-T64_sp002401945	NA	GCA_002401945.1_genomic.fna.gz
opera_contig_437	22039	32.26	1.10	NA	B24_sp001593865	NA	GCA_001593865.1_genomic.fna.gz
opera_contig_438	21920	9.78	0.53	NA	Pantoea_anthophila	NA	GCF_000969395.1_genomic.fna.gz
opera_contig_439	21908	31.25	0.81	NA	Actinoplanes_philippinensis	NA	GCF_900113015.1_genomic.fna.gz
opera_contig_440	21794	30.84	0.78	NA	Geodermatophilus_sp900104025	NA	GCF_900104025.1_genomic.fna.gz
opera_contig_441	21784	96.03	13.07	NA	Nocardiopsis_salina	NA	GCF_000341025.1_genomic.fna.gz
opera_contig_442	21698	32.55	2.01	NA	Actinopolyspora_righensis	NA	GCF_900116555.1_genomic.fna.gz
opera_contig_443	21678	8.64	0.35	NA	Yonghaparkia_sp001464255	NA	GCA_001464255.1_genomic.fna.gz
opera_contig_444	21612	9.31	0.04	NA	Microbacterium_aurum	NA	GCF_001974985.1_genomic.fna.gz
opera_contig_445	21605	9.50	0.09	NA	Jiangella_alba	NA	GCF_900106035.1_genomic.fna.gz
opera_contig_446	21595	22.53	1.55	NA	Bosea_sp000735605	NA	GCF_000735605.1_genomic.fna.gz
opera_contig_447	21508	9.94	0.26	NA	Actinopolyspora_righensis	NA	GCF_900116555.1_genomic.fna.gz
opera_contig_448	21782	32.11	3.35	NA	NA	NA	NA
opera_contig_449	21410	1277.58	36.15	NA	NA	NA	NA
opera_contig_450	21407	9.05	0.02	NA	NA	NA	NA
opera_contig_451	21392	10.16	5.64	NA	Bosea_sp001429505	NA	GCF_001429505.1_genomic.fna.gz
opera_contig_452	21370	10.27	0.00	NA	Bifidobacterium_sp002802875	NA	GCF_002802875.1_genomic.fna.gz
opera_contig_453	22087	32.38	2.29	NA	PHCI01_sp002842205	NA	GCA_002842205.1_genomic.fna.gz
opera_contig_454	21300	8.13	1.96	NA	Fulvimarina_sp002700095	NA	GCA_002700095.1_genomic.fna.gz
opera_contig_455	21290	33.12	0.98	NA	Mycolicibacterium_sp002592005	NA	GCF_002592005.1_genomic.fna.gz
opera_contig_456	21082	34.31	1.51	NA	Clavibacter_michiganensis	NA	GCF_900168345.1_genomic.fna.gz
opera_contig_457	21043	32.27	1.60	NA	Microbacterium_sp001425645	NA	GCF_001425645.1_genomic.fna.gz
opera_contig_458	21005	142.49	4.22	NA	Dermabacter_A_vaginalis	NA	GCF_001678905.1_genomic.fna.gz
opera_contig_459	22880	32.85	2.04	NA	Georgenia_A_satyanarayanai	NA	GCA_900116375.1_genomic.fna.gz
opera_contig_460	33614	6.91	19.59	NA	69-11_sp001898425	NA	GCA_001898425.1_genomic.fna.gz
opera_contig_461	20900	10.59	0.11	NA	Clostridium_R_sp900321915	NA	GCA_900321915.1_genomic.fna.gz
opera_contig_462	20784	9.42	0.10	NA	Paracoccus_versutus	NA	GCF_000763885.1_genomic.fna.gz
opera_contig_463	20737	9.66	2.13	NA	Caballeronia_temeraria	NA	GCF_001544795.2_genomic.fna.gz
opera_contig_464	20698	10.26	2.81	NA	UA16_sp002863125	NA	GCA_002863125.1_genomic.fna.gz
opera_contig_465	20654	9.33	1.16	NA	Pantoea_sp003236715	NA	GCF_003236715.1_genomic.fna.gz
opera_contig_466	20598	32.26	3.27	NA	Aeromicrobium_marinum	NA	GCF_000160775.2_genomic.fna.gz
opera_contig_467	20582	9.68	0.35	NA	Pseudescherichia_sp002480085	NA	GCA_002480085.1_genomic.fna.gz
opera_contig_468	20535	46.08	1.83	NA	Sphingopyxis_sp002277025	NA	GCF_002277025.1_genomic.fna.gz
opera_contig_469	20526	6.65	0.26	NA	Deinococcus_planocerae	NA	GCF_002869765.1_genomic.fna.gz
opera_contig_470	20665	27.49	2.64	NA	Aeromicrobium_A_massiliense	NA	GCF_000312105.1_genomic.fna.gz
opera_contig_471	20512	9.45	0.16	NA	SZUA-401_sp003246035	NA	GCA_003246035.1_genomic.fna.gz
opera_contig_472	20491	70.80	0.84	NA	Atelocyanobacterium_thalassa_B	NA	GCF_000025125.1_genomic.fna.gz
opera_contig_473	20480	7.11	9.98	NA	Celeribacter_indicus	NA	GCF_000819565.1_genomic.fna.gz
opera_contig_474	20434	30.51	0.65	NA	Cellulosimicrobium_cellulans_D	NA	GCF_002162335.1_genomic.fna.gz
opera_contig_475	21500	30.96	1.75	NA	Paracoccus_chinensis	NA	GCF_900102885.1_genomic.fna.gz
opera_contig_476	20408	8.83	0.00	NA	Giesbergeria_anulus	NA	GCF_900111115.1_genomic.fna.gz
opera_contig_477	22181	21.85	0.72	NA	Nocardia_mexicana	NA	GCF_001613165.1_genomic.fna.gz
